GeneName	EarlyExp	EstExp	LateExp	minEarly_gb	maxEarly_gb	meanEarly_gb	minEst_gb	maxEst_gb	meanEst_gb	minLate_gb	maxLate_gb	meanLate_gb	minEarly_prom	maxEarly_prom	meanEarly_prom	minEst_prom	maxEst_prom	meanEst_prom	minLate_prom	maxLate_prom	meanLate_prom	Strand	NoClExp	Cluster(exp)	Color	EarlyP-val	EstP-val	LateP-val
Fcgr4	0.2589	2.0099	0.9694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.64625	0.00155	0.07065
F730043M19Rik	0.5891	0.3973	1.9644	0.6	0.632184	0.616092	0.3	0.407407	0.3537035	0.333333	0.520548	0.4269405	0.488793	0.6	0.5443965	0.3	0.465731	0.3828655	0.333333	0.510758	0.4220455	-	10	EarlyNEstNLateUp	Petrol	0.11405	0.17185	0.00005
Notch4	0.6116	0.2811	1.6571	0.482759	0.666667	0.5476316667	0.363636	0.8	0.535606	0.522831	0.777778	0.6279806667	0	0	0	0	0	0	0	0	0	+	10	EarlyNEstNLateUp	Petrol	0.12835	0.40605	0.0006
Nepn	1.9201	2.1531	4.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	1	0.0021	0.25245
Egr3	0.0848	1.698	-0.75	0.452296	0.452296	0.452296	0.447392	0.447392	0.447392	0.472615	0.472615	0.472615	0.452296	0.490909	0.4716025	0.422222	0.447392	0.434807	0.472615	0.583333	0.527974	+	13	EarlyNEstUpLateLow	Blue	0.78245	0.00005	0.00595
Aqp2	-2.0637	-3.8026	-1.6842	0.277778	0.522145	0.416641	0.404255	0.4375	0.4253063333	0.46	0.789474	0.594969	0	0	0	0	0	0	0	0	0	+	3	EarlyVLowEstVLowLateLow	Orange	0.01095	0.00005	0.0059
Lcp1	0.2238	0.8548	1.9648	0	0	0	0	0	0	0	0	0	0.513514	0.513514	0.513514	0.533333	0.533333	0.533333	0.529412	0.529412	0.529412	+	10	EarlyNEstNLateUp	Petrol	0.45045	0.00005	0.00005
Nos2	0.8911	2.7793	3.117	0.428571	0.56338	0.5139836667	0.4	0.516129	0.455914	0.428571	0.666667	0.57215	0	0	0	0	0	0	0	0	0	+	14	EarlyNEstUpLateUp	DarkBlue	1	0.00005	1
Icam1	1.9784	1.648	3.5546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Upp1	1.1475	1.5115	0.8314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.02695	0.00255	0.10645
AW551984	0.5631	0.2846	1.5734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.07795	0.40615	0.00005
Coro1a	0.3715	1.1691	1.6891	0.492025	0.492025	0.492025	0.399345	0.399345	0.399345	0.511236	0.511236	0.511236	0	0.562112	0.351379	0	0.412371	0.270572	0.511236	0.666667	0.5700536667	-	10	EarlyNEstNLateUp	Petrol	0.4821	0.00035	0.00035
Col2a1	-2.4671	-0.2651	-2.1793	0.501852	0.666667	0.5702882	0	0.5	0.3338388	0.307692	0.625	0.4445204	0.463079	0.666667	0.564873	0	0.420315	0.2101575	0.469653	0.5	0.4848265	-	4	AllVLow	Yellow	0.00005	0.17915	0.00005
Actc1	1.6461	1.8487	1.2965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.0018	0.00075	0.00275
Atoh8	-1.2739	-1.5125	-0.9825	0.419255	0.421053	0.420154	0.44	0.444643	0.4423215	0.457143	0.465447	0.461295	0.421053	0.569054	0.4950535	0.44	0.447592	0.443796	0.457143	0.636103	0.546623	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00005	0.00005	0.00005
Oas1g	1.9296	2.4646	1.9312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	16	AllVUp	DarkPurple	1	0.0003	0.01125
Nipal1	0.2515	1.5352	1.1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.43535	0.00005	0.00045
Lzts1	-1.4109	-1.0763	-1.5717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	6	AllLow	VeryLightGreen	0.0136	0.02045	0.0008
Adamts14	2.1978	2.7067	1.8534	0.477186	1	0.5974462	0.451213	0.517385	0.4898744	0.142857	0.5553	0.435242	0.333333	1	0.6666665	0.5	0.5625	0.53125	0.142857	0.358974	0.2509155	-	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Cd52	-0.2656	1.0386	2.1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.6618	0.0079	0.00065
Adh1	-2.0146	-1.9126	-2.2446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	0.00005	0.00035	0.00005
Atf3	-0.0266	1.6772	0.3754	0.372881	0.65	0.48028725	0.258621	0.428571	0.36203025	0.301887	0.584416	0.4974745	0	0.52381	0.3307585	0	0.652174	0.378424875	0.414634	0.584416	0.50345225	-	12	EarlyNEstUpLateN	LightBlue	0.93825	0.00005	0.20935
Slc36a2	-0.0955	1.939	2.1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	1	0.00225	0.00715
Siglec1	1.464	2.4156	0.9292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	1	0.00005	0.03185
Foxs1	0.4445	2.2015	1.2305	0.364796	0.448387	0.4177643333	0.405063	0.485418	0.4402563333	0.446429	0.454626	0.4507613333	0.364796	0.364796	0.364796	0.430288	0.430288	0.430288	0.446429	0.446429	0.446429	-	12	EarlyNEstUpLateN	LightBlue	0.10665	0.00005	0.00005
Ces2e	1.3615	2.097	1.4905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0151	0.00035	0.0004
Egfl6	-3.0891	-2.7287	-1.8387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Krt19	2.4397	2.928	1.4598	0.467153	0.727273	0.5680963333	0.25	0.480769	0.403488	0.358696	0.577739	0.455002	0.467153	0.467153	0.467153	0.480769	0.480769	0.480769	0.358696	0.358696	0.358696	-	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Havcr2	1.0597	0.7324	1.8328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	1	0.0578	0.00165
Shisa6	-1.0046	-1.5292	-1.132	0.472674	0.66	0.5293044	0.273973	0.572568	0.4395836	0.464789	0.656716	0.5094208	0.362069	0.66	0.5110345	0.273973	0.56	0.4169865	0.352941	0.656716	0.5048285	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.01725	0.00005	1
Ly9	0.7727	2.4691	1.5141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	1	0.00005	0.02055
Itga8	-1.3544	1.2111	-1.8069	0.464052	0.714286	0.5722666667	0.285714	0.666667	0.4406486667	0.583333	0.666667	0.6320863333	0.538462	0.714286	0.626374	0.285714	0.666667	0.4761905	0.583333	0.666667	0.625	-	7	EarlyLowEstNLateLow	LightGreen	0.00025	0.00145	0.00005
Ecel1	-0.4293	-2.5976	0.3475	0.444444	0.6	0.522222	0.449275	0.586957	0.518116	0.457143	0.484848	0.4709955	0.440823	0.6	0.5204115	0.448747	0.449275	0.449011	0.457143	0.510288	0.4837155	-	8	EarlyLowEstVLowLateLow	LightGreenUp	1	0.00025	1
Lrrc15	0.7988	1.556	0.6278	0.545455	0.571429	0.558442	0.245614	0.529412	0.387513	0.513514	0.714286	0.6139	0.442953	0.545455	0.494204	0.390244	0.529412	0.459828	0.552632	0.714286	0.633459	-	12	EarlyNEstUpLateN	LightBlue	0.00055	0.00005	0.00325
Prlr	-2.4974	-1.6517	-1.1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	0.00005	0.00055	0.00125
Cxcl1	1.3353	0.6012	1.717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.00005	0.00575	0.00005
Gm4951	1.2916	1.567	1.0259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.003	0.0003	0.0018
Ppp1r3c	-1.5356	-1.918	-0.536	0.485714	0.555556	0.520635	0.166667	0.4	0.2833335	0.5	0.659574	0.579787	0.483333	0.555556	0.5194445	0.166667	0.403361	0.285014	0.5	0.601351	0.5506755	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00005	0.00005	0.03495
Wif1	-1.8046	-1.7415	-2.4467	0.565217	0.6	0.5826085	0	0.567568	0.283784	0.285714	0.37931	0.332512	0.465517	0.6	0.5327585	0	0.5	0.25	0.285714	0.458333	0.3720235	+	4	AllVLow	Yellow	0.00155	0.00045	0.00005
Bnc1	1.4293	3.2223	2.4271	0.428571	0.598131	0.513351	0.517241	0.538462	0.5278515	0.56044	0.578947	0.5696935	0.428571	0.606897	0.517734	0.392857	0.538462	0.4656595	0.576271	0.578947	0.577609	-	16	AllVUp	DarkPurple	1	0.00025	1
Plcb2	0.161	1.1557	2.4406	0.333333	0.57529	0.4756493333	0.40241	0.559006	0.485702	0.583721	0.707692	0.6265493333	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	1	0.0056	0.00065
Egln3	1.4909	1.3232	1.9115	0.363636	0.533333	0.4484845	0.375	0.481752	0.428376	0.435897	0.519084	0.4774905	0.363636	0.529412	0.446524	0.375	0.521739	0.4483695	0.435897	0.535714	0.4858055	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Frmd5	-1.7941	-1.6962	1.112	0.315789	0.606061	0.460925	0.5	0.59375	0.546875	0.15	0.571429	0.3607145	0.315789	0.685714	0.5007515	0.5	0.52	0.51	0.516667	0.571429	0.544048	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00025	0.00005	0.0254
Kcne4	-2.6076	-1.5829	-1.5857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Sp6	-1.7669	-2.3304	-0.84	0.342105	0.485714	0.4151783333	0.25	0.56	0.4281393333	0.410256	0.570968	0.4743011667	0	0	0	0	0	0	0	0	0	+	3	EarlyVLowEstVLowLateLow	Orange	0.00105	0.00005	0.07625
Sparcl1	-1.6373	-1.2317	-1.4571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	6	AllLow	VeryLightGreen	0.00005	0.0028	0.00005
Ereg	0.7772	2.5787	-0.0722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	13	EarlyNEstUpLateLow	Blue	0.0026	0.00005	0.6962
Cfb	1.218	1.7591	2.8583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Snca	1.2244	2.5645	0.2547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	0.0622	0.00275	0.6597
Clec5a	0.8755	0.8076	2.0383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	1	0.01535	0.00065
Gpr35	1.8623	1.268	2.0252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.0001	0.00045	0.00005
Pld4	0.5902	1.5884	1.3124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	0.22205	0.00005	0.00355
Il17rd	0.8439	1.5531	0.4721	0.272727	0.585586	0.4291565	0.235294	0.476744	0.356019	0.421053	0.603015	0.512034	0.272727	0.5	0.3863635	0.235294	0.455285	0.3452895	0.421053	0.535088	0.4780705	+	12	EarlyNEstUpLateN	LightBlue	0.0019	0.00005	0.0256
Irf8	1.4574	1.8946	1.6337	0	0.628821	0.3144105	0.307087	1	0.6535435	0.333333	0.603896	0.4686145	0	0.505376	0.252688	0.485714	1	0.742857	0.333333	0.524272	0.4288025	+	15	AllMildUp	SeaBlue	1	0.0001	0.00585
Gpr65	0.5675	1.9661	0.7699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	12	EarlyNEstUpLateN	LightBlue	1	0.0008	1
Aass	0.8776	1.3979	1.5352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.01115	0.00035	0.00005
Vav1	0.6796	1.1603	1.5575	0	0	0	0	0	0	0	0	0	0.176471	0.603774	0.4576126667	0.333333	0.684211	0.4764363333	0.166667	0.372093	0.267306	+	15	AllMildUp	SeaBlue	0.15855	0.00025	0.0023
Anpep	-1.0497	-1.551	-0.352	0	0	0	0	0	0	0	0	0	0.7	0.7	0.7	0.413333	0.413333	0.413333	0.605634	0.605634	0.605634	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00005	0.00005	0.052
Gucy1a3	-1.4705	-1.468	-1.7351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	0.0011	1	0.00005
Abcc9	-2.0104	-1.7794	-1.2003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	0.00025	0.00005	1
Ptprc	0.1874	1.0307	1.9038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.6633	0.0002	0.00005
Fmo1	-0.5801	0.3787	1.7217	0.455166	0.499837	0.4819216667	0.497303	0.52576	0.513329	0.448201	0.517982	0.483348	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	0.1553	0.31875	0.00005
Cdsn	-2.0466	-2.5233	-1.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	3	EarlyVLowEstVLowLateLow	Orange	0.00005	0.00005	0.00005
Dhdh	0.2115	0.194	1.5959	0.482079	0.6	0.5410395	0.166667	0.40919	0.2879285	0.488372	0.5	0.494186	0.504638	0.6	0.552319	0.166667	0.310541	0.238604	0.5	0.582609	0.5413045	-	10	EarlyNEstNLateUp	Petrol	0.63685	0.64055	0.00175
Gata6	0.1968	1.8358	0.3552	0.428571	0.648148	0.4895021111	0	0.6	0.4573284444	0.491228	0.888889	0.5987414444	0.464286	0.652482	0.6088394	0.425	0.576577	0.494168	0.491228	0.6	0.5665026	+	12	EarlyNEstUpLateN	LightBlue	0.6857	0.00045	0.46005
Tspan11	1.1784	0.8635	2.7378	0.222222	0.605405	0.4460883333	0.316742	0.514286	0.3881203333	0.333333	0.857143	0.5721726667	0.605405	0.605405	0.605405	0.316742	0.316742	0.316742	0.526042	0.526042	0.526042	+	15	AllMildUp	SeaBlue	0.0004	0.00095	0.00005
Hpse	1.245	1.3205	1.9478	0.482861	0.8	0.6414305	0.333333	0.432039	0.382686	0.25	0.567033	0.4085165	0.595745	0.8	0.6978725	0.275862	0.333333	0.3045975	0.25	0.694444	0.472222	-	15	AllMildUp	SeaBlue	0.00025	0.00005	0.00005
Ltc4s	2.8702	0.7899	3.1203	0.515066	0.612426	0.5523013333	0.37619	0.533333	0.4679373333	0.451852	0.615044	0.5453756667	0.612426	0.612426	0.612426	0.37619	0.37619	0.37619	0.615044	0.615044	0.615044	-	19	EarlyVUpEstLowLateUp	DarkPink	0.18625	0.1419	0.0005
Calca	-3.215	-3.8354	-3.9806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	2	AllExtremelyLow	DarkOrange	0.1793	0.0021	0.00055
Kcnip3	-1.0701	-1.9176	-0.6418	0.465116	0.571429	0.5154496667	0	0.545455	0.274411	0.333333	0.4	0.374074	0	0	0	0	0	0	0	0	0	-	8	EarlyLowEstVLowLateLow	LightGreenUp	0.00225	0.00005	0.04095
Panx3	-1.5112	-1.9506	-1.2244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	4	AllVLow	Yellow	1	0.00075	0.0244
Il21r	1.129	2.035	1.6709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	1	0.0008	0.01855
Ripply1	0.439	-1.0083	3.9415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	11	EarlyLEstLLateVeryUp	VeryLightBlue	1	1	0.00235
C1qtnf3	-1.7277	-1.0676	-2.9291	0.47619	0.47619	0.47619	0.571429	0.571429	0.571429	0.510204	0.510204	0.510204	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Tex15	-1.1363	-1.8247	-1.9577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	4	AllVLow	Yellow	0.0003	0.00005	0.00005
Tmem176b	0.796	0.6281	1.5606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.00585	0.0007	0.00005
Pdzrn4	-2.8117	0.1216	1.9452	0.346154	0.538462	0.4581633333	0	0.597701	0.4811159444	0.40678	0.552402	0.4901875556	0	0	0	0	0	0	0	0	0	+	5	EarlyVLowEstNLateUp	CabbageGreen	1	0.8075	0.00095
Abcg1	0.9671	1.6053	1.5007	0.3	0.342105	0.3210525	0.446809	0.5	0.4734045	0.3	0.368421	0.3342105	0.3	0.54878	0.42439	0.425	0.5	0.4625	0.3	0.516667	0.4083335	+	15	AllMildUp	SeaBlue	0.00085	0.00005	0.00005
Scube2	-2.5732	-2.222	-2.3164	0.125	0.378378	0.251689	0.125	0.344828	0.234914	0.333333	0.512821	0.423077	0.125	0.499314	0.312157	0.125	0.318091	0.2215455	0.333333	0.529637	0.431485	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Efs	-1.6817	-1.9201	-1.8533	0.444444	0.552632	0.498538	0.285714	0.444444	0.365079	0.333333	0.642857	0.488095	0.444444	0.595855	0.5201495	0.285714	0.454545	0.3701295	0.642857	0.654206	0.6485315	-	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Htr7	-1.925	-1.517	-2.6321	0.477273	0.539604	0.5084385	0.392857	0.435115	0.413986	0.427027	0.621622	0.5243245	0.419355	0.539604	0.4794795	0.435115	0.574468	0.5047915	0.427027	0.66	0.5435135	-	4	AllVLow	Yellow	0.00005	0.00055	0.00005
Sncaip	-3.2039	-2.5112	-2.3672	0.437236	0.571429	0.5092993333	0.260274	1	0.5205381667	0.454012	0.604651	0.5215828333	0.546667	0.571429	0.559048	0.352941	1	0.6764705	0.576923	0.604651	0.590787	+	4	AllVLow	Yellow	0.00005	0.00005	0.0001
Klf4	0.8962	1.6628	0.2204	0.446154	0.469027	0.4575905	0.516588	0.608696	0.562642	0.603774	0.634146	0.61896	0.408163	0.446154	0.4271585	0.515152	0.608696	0.561924	0.341463	0.603774	0.4726185	-	12	EarlyNEstUpLateN	LightBlue	0.00005	0.00005	0.17965
Igfbp4	-1.6475	-1.4893	-1.239	0.507692	0.586207	0.5469495	0.6	0.689655	0.6448275	0.395349	0.6	0.4976745	0.32	0.586207	0.4531035	0.4	0.689655	0.5448275	0.348837	0.6	0.4744185	+	4	AllVLow	Yellow	0.00005	0.00005	0.0002
Fbln7	-2.4648	-1.8829	-2.3391	0.166667	0.582329	0.448367	0.348684	0.571429	0.4203068	0.333333	0.563758	0.4594156	0.166667	0.549091	0.357879	0.420712	0.571429	0.4960705	0.333333	0.571776	0.4525545	+	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Agt	-3.085	-3.2017	-1.0584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	3	EarlyVLowEstVLowLateLow	Orange	0.00005	0.00005	0.00515
Zbp1	2.2904	2.1921	2.1972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	16	AllVUp	DarkPurple	0.00005	0.00005	0.00005
Npy1r	1.1183	1.4932	2.9249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.00005	0.00005	0.00005
Klra2	1.1259	1.1524	2.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	15	AllMildUp	SeaBlue	0.0261	0.00975	0.00005
Fxyd6	-1.9428	-1.8808	-2.9987	0.375	0.8	0.551751	0.333333	0.501089	0.4051246667	0.512821	0.666667	0.5719236667	0.375	0.375	0.375	0.380952	0.380952	0.380952	0.512821	0.512821	0.512821	+	4	AllVLow	Yellow	0.00005	0.00005	0.00005
Myh3	1.5449	1.2576	1.13	0.474128	0.509151	0.4968746667	0.484398	0.530954	0.500125	0.422374	0.516944	0.470455	0	0	0	0	0	0	0	0	0	+	15	AllMildUp	SeaBlue	0.00025	0.001	0.0001
Cd24a	-1.6721	-1.7439	-0.3927	0.333333	0.560976	0.4471545	0.333333	0.736842	0.5350875	0.454545	0.5	0.4772725	0.333333	0.463201	0.398267	0.441841	0.736842	0.5893415	0.454545	0.534884	0.4947145	+	6	AllLow	VeryLightGreen	0.00005	0.00005	0.2282
F2rl1	1.3183	2.6681	0.9426	0.461538	0.506	0.483769	0.25	0.401993	0.3259965	0.382353	0.532544	0.4574485	0.461538	0.577778	0.519658	0.25	0.558824	0.404412	0.382353	0.691176	0.5367645	-	12	EarlyNEstUpLateN	LightBlue	0.001	0.00005	0.0071
Aoah	0.495	3.2112	2.9694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+	14	EarlyNEstUpLateUp	DarkBlue	1	0.00005	0.0015
Trim12a	1.1383	1.5093	0.6805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	12	EarlyNEstUpLateN	LightBlue	0.04065	0.0002	0.04975
2610018G03Rik	-1.2388	-0.9344	-1.9079	0.528604	0.540509	0.5345565	0.534247	0.569748	0.5519975	0.500442	0.572	0.536221	0.507692	0.540509	0.5241005	0.5	0.569748	0.534874	0.475191	0.500442	0.4878165	+	6	AllLow	VeryLightGreen	0.0033	0.02215	0.0006
Tnf	0.0393	0.822	1.9361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	10	EarlyNEstNLateUp	Petrol	1	0.05805	0.00035
Dusp1	0.6717	2.29	-0.3202	0.533333	0.555556	0.5444445	0.25	0.425532	0.337766	0.583333	0.614035	0.598684	0.51634	0.555556	0.535948	0.25	0.389831	0.3199155	0.583333	0.632911	0.608122	-	13	EarlyNEstUpLateLow	Blue	0.00225	0.00005	0.1198
